City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
274,fale old settlement,-9.3852,-171.2468,28.83,71,6,7.6,TK,1690329651
275,lebu,-37.6167,-73.65,11.28,77,95,3.2,CL,1690329651
276,mount pearl,47.5166,-52.7813,18.19,88,75,2.06,CA,1690329651
277,rio grande,-32.035,-52.0986,16.06,96,100,4.44,BR,1690329651
278,kankaanpaa,61.8,22.4167,14.42,88,100,2.33,FI,1690329652
279,ouezzane,34.7971,-5.5822,16.72,83,0,0.36,MA,1690329652
280,hammerfest,70.6634,23.6821,11.25,87,20,3.6,NO,1690329652
281,fort bragg,35.139,-79.006,32.08,58,0,2.06,US,1690329586
282,ambon,-3.6954,128.1814,28.46,100,40,3.09,ID,1690329627
283,swift current,50.2834,-107.8014,31.45,16,0,7.2,CA,1690329606
284,tateyama,34.9833,139.8667,26.7,82,98,1.82,JP,1690329652
285,mana,5.6592,-53.7767,26.58,82,33,4.03,GF,1690329653
286,mitu,1.1983,-70.1733,21.77,99,93,0.24,CO,1690329613
287,tosontsengel,48.7567,98.2839,12.27,66,82,1.21,MN,1690329653
288,belmonte,-15.8631,-38.8828,20.11,97,20,0.2,BR,1690329658
289,timbuktu,16.7735,-3.0074,30.72,48,85,3.41,ML,1690329482
290,mathba,22.2855,89.9629,27.43,88,98,4.8,BD,1690329658
291,kayangel,8.0823,134.7173,25.7,84,100,4.57,PW,1690329659
292,zhangjiakou shi xuanhua qu,40.6103,115.0447,25.93,50,26,3.38,CN,1690329659
293,sona,45.4388,10.8255,21.51,53,75,3.09,IT,1690329659
294,bikenibeu village,1.3673,173.1241,24.98,94,75,2.06,KI,1690329659
295,palapag,12.5458,125.1147,28.37,77,100,11.56,PH,1690329659
296,road town,18.4167,-64.6167,26.02,89,40,3.09,VG,1690329659
297,port lincoln,-34.7333,135.8667,11.89,65,0,3.71,AU,1690329659
298,codrington,-38.2667,141.9667,9.6,81,100,2.97,AU,1690329660
299,brigantine,39.4101,-74.3646,23.91,89,23,1.85,US,1690329660
300,sitangkai,4.6628,119.3928,28.23,82,99,8.69,PH,1690329660
301,igarka,67.4667,86.5833,19.2,68,8,3.12,RU,1690329660
302,rongelap,11.1635,166.8941,28.53,75,81,8.12,MH,1690329660
303,san antonio de pale,-1.4014,5.6325,22.93,93,89,5.11,GQ,1690329660
304,lauro de freitas,-12.8944,-38.3272,26.01,78,40,2.57,BR,1690329661
305,oranjemund,-28.55,16.4333,12.33,92,40,5.73,NA,1690329661
306,lakatoro,-16.0999,167.4164,24.25,75,99,3.19,VU,1690329661
307,katsuren-haebaru,26.3369,127.8719,30.01,83,75,4.63,JP,1690329661
308,masterton,-40.9597,175.6575,7.16,89,100,3.84,NZ,1690329661
309,albertina,-22.2008,-46.6158,19.29,50,93,1.53,BR,1690329662
310,iacu,-12.7672,-40.2117,20.78,78,26,1.32,BR,1690329662
311,constantia,44.1833,28.65,24.38,66,23,8.01,RO,1690329662
312,robore,-18.3333,-59.75,25.24,39,28,1.5,BO,1690329662
313,santa maria,-29.6842,-53.8069,15.61,100,100,2.06,BR,1690329637
314,khilok,51.3674,110.4676,16.4,89,54,1.0,RU,1690329663
315,jinchang,38.4953,102.1739,26.11,31,100,6.26,CN,1690329663
316,frontera,26.9333,-101.45,36.61,29,2,2.68,MX,1690329663
317,vilyuysk,63.7553,121.6247,19.58,43,58,3.47,RU,1690329664
318,guerrero negro,27.9769,-114.0611,23.93,64,59,7.94,MX,1690329664
319,zhezqazghan,47.7833,67.7667,24.75,31,58,3.86,KZ,1690329664
320,champerico,14.3,-91.9167,34.3,70,56,3.45,GT,1690329664
321,kununurra,-15.7667,128.7333,18.99,45,71,1.54,AU,1690329481
322,chanika,-5.4167,38.0167,15.82,98,29,1.28,TZ,1690329665
323,yaren,-0.5472,166.916,27.81,78,100,6.61,NR,1690329665
324,cafayate,-26.073,-65.9761,14.39,39,8,0.58,AR,1690329665
325,torghay,49.6339,63.4981,26.61,36,100,6.23,KZ,1690329666
326,magadan,59.5667,150.8,21.41,80,57,2.17,RU,1690329666
327,bonthe,7.5264,-12.505,24.42,91,100,1.02,SL,1690329666
328,bonny,4.4522,7.1681,25.78,87,98,3.2,NG,1690329666
329,sibut,5.718,19.0739,21.44,96,100,1.17,CF,1690329666
330,linxia chengguanzhen,35.6003,103.2064,19.94,60,97,1.11,CN,1690329667
331,leava,-14.3,-178.1667,26.11,75,98,8.03,WF,1690329667
332,cerro largo,-28.1486,-54.7381,18.04,78,96,0.9,BR,1690329667
333,mili,6.0815,171.735,28.58,72,96,2.03,MH,1690329667
334,mugia,43.1041,-9.2179,15.51,85,96,2.51,ES,1690329667
335,nizhniy kuranakh,58.8353,125.4869,21.12,73,98,0.79,RU,1690329668
336,kamina,-8.7386,24.9906,17.48,44,20,1.69,CD,1690329668
337,pyt-yakh,60.7499,72.8582,15.05,98,50,1.84,RU,1690329668
338,petropavlovsk-kamchatsky,53.0452,158.6483,21.33,64,20,2.0,RU,1690329668
339,qui nhon,13.7667,109.2333,27.3,78,83,3.38,VN,1690329668
340,chulym,55.0997,80.9572,15.54,80,2,2.56,RU,1690329669
341,tazacorte,28.629,-17.9293,22.54,85,75,5.14,ES,1690329669
342,busalla,44.5706,8.9454,21.85,75,0,1.03,IT,1690329669
343,al jawf,29.5,38.75,28.45,20,5,4.81,SA,1690329669
344,guadalupe y calvo,26.1,-106.9667,20.79,69,98,2.69,MX,1690329669
345,kourou,5.1552,-52.6478,26.03,90,75,2.8,GF,1690329669
346,tommot,58.9564,126.2925,21.65,81,97,0.85,RU,1690329670
347,pandan,14.0453,124.1694,28.96,78,100,7.44,PH,1690329670
348,birobidzhan,48.8,132.95,25.0,69,49,2.2,RU,1690329670
349,mont-tremblant,46.1949,-74.6264,20.77,83,51,0.0,CA,1690329629
350,sao jose do belmonte,-7.8614,-38.7597,21.19,66,15,4.5,BR,1690329670
351,santa maria del oro,25.9333,-105.3667,27.73,34,84,5.17,MX,1690329671
352,puerto aysen,-45.4,-72.7,4.85,100,100,1.15,CL,1690329671
353,asau,46.4333,26.4,17.51,75,89,1.11,RO,1690329671
354,xique xique,-10.8217,-42.7311,24.97,50,7,6.74,BR,1690329671
355,samus',56.7475,84.6992,17.22,96,43,1.97,RU,1690329671
356,pocoes,-14.5297,-40.3653,15.91,98,18,1.61,BR,1690329671
357,saint-pierre,-21.3393,55.4781,20.82,73,0,2.06,RE,1690329672
358,labytnangi,66.6572,66.4183,17.74,71,100,6.27,RU,1690329672
359,mulanje,-16.0316,35.5,13.94,92,3,2.14,MW,1690329672
360,sitka,57.0531,-135.33,18.15,73,85,2.9,US,1690329672
361,martapura,-3.4167,114.85,22.05,94,65,0.0,ID,1690329672
362,acapulco de juarez,16.8634,-99.8901,30.19,67,80,2.53,MX,1690329616
363,karratha,-20.7377,116.8463,18.77,73,15,6.38,AU,1690329673
364,hithadhoo,-0.6,73.0833,28.1,79,97,7.03,MV,1690329673
365,newman,37.3138,-121.0208,40.95,8,1,1.83,US,1690329673
366,makoua,0.0069,15.6333,23.65,84,99,1.28,CG,1690329673
367,prince rupert,54.3161,-130.3201,15.05,90,100,3.09,CA,1690329408
368,bandar-e lengeh,26.5579,54.8807,32.57,77,100,6.79,IR,1690329674
369,i-n-salah,27.1935,2.4607,36.92,7,20,2.21,DZ,1690329674
370,boa vista,2.8197,-60.6733,25.99,83,75,2.06,BR,1690329624
371,kokpekty,48.75,82.4,20.71,51,74,1.29,KZ,1690329674
372,nova zagora,42.4833,26.0167,28.15,45,1,2.52,BG,1690329674
373,yarmouth,41.7057,-70.2286,25.19,82,75,4.63,US,1690329674
374,tadine,-21.55,167.8833,21.05,57,90,8.83,NC,1690329675
375,al bawiti,28.3492,28.8659,26.98,51,2,4.2,EG,1690329675
376,filingue,14.3521,3.3168,32.65,50,19,4.53,NE,1690329675
377,holualoa,19.6228,-155.9522,28.08,83,33,3.13,US,1690329675
378,mil'kovo,55.6078,37.7956,18.22,97,79,3.2,RU,1690329675
379,lompoc,34.6391,-120.4579,36.68,67,20,3.6,US,1690329676
380,fortuna,40.5982,-124.1573,22.73,48,20,6.69,US,1690329676
381,abu tij,27.0441,31.319,29.08,22,21,2.51,EG,1690329676
382,hailar,49.2,119.7,21.74,68,92,3.03,CN,1690329676
383,haiku-pauwela,20.9219,-156.3051,28.98,68,20,6.26,US,1690329676
384,finspang,58.7058,15.7674,13.06,94,35,2.21,SE,1690329677
385,cambria,35.5641,-121.0808,41.24,27,0,4.05,US,1690329646
386,baoqing,46.3317,132.2111,26.66,60,71,2.45,CN,1690329677
387,blackwater,-23.5833,148.8833,19.27,95,0,8.74,AU,1690329677
388,tura,25.5198,90.2201,23.96,96,94,2.4,IN,1690329678
389,port douglas,-16.4833,145.4667,22.16,87,96,7.99,AU,1690329678
390,likiep,9.8251,169.3107,28.4,80,91,7.87,MH,1690329678
391,nagqu,31.5,92.0,6.2,89,99,0.04,CN,1690329678
392,umba,66.6871,34.3429,8.88,97,34,0.89,RU,1690329678
393,fort st. john,56.2499,-120.8529,12.94,82,75,7.2,CA,1690329608
394,mata-utu,-13.2816,-176.1745,26.64,75,100,6.65,WF,1690329679
395,sorong,-0.8833,131.25,24.3,90,100,5.51,ID,1690329679
396,chhor,25.5167,69.7667,29.14,79,100,5.22,PK,1690329679
397,kimbe,-5.5502,150.1429,29.89,62,52,5.13,PG,1690329680
398,bubaque,11.2833,-15.8333,26.78,82,100,3.49,GW,1690329680
399,kendari,-3.945,122.4989,24.57,82,15,1.49,ID,1690329680
400,kiruna,67.8557,20.2251,10.51,100,100,0.0,SE,1690329671
401,thinadhoo,0.5333,72.9333,28.1,79,99,6.51,MV,1690329680
402,deogarh,21.5333,84.7333,25.7,90,90,1.73,IN,1690329681
403,severnoye,56.3491,78.3619,14.57,94,22,2.77,RU,1690329681
404,birao,10.2849,22.7882,21.71,93,100,5.07,CF,1690329681
405,akureyri,65.6835,-18.0878,7.96,87,75,5.14,IS,1690329609
406,bogale,16.2833,95.4,25.89,91,97,2.17,MM,1690329681
407,lindenhurst,40.6868,-73.3735,22.38,93,0,1.54,US,1690329682
408,ascension,30.2169,-90.9001,34.47,42,0,1.54,US,1690329682
409,lebyazh'ye,55.2689,66.4947,16.46,75,59,1.23,RU,1690329682
410,kolonia town,6.964,158.206,27.06,89,100,2.57,FM,1690329682
411,ancud,-41.8697,-73.8203,7.78,84,10,4.12,CL,1690329682
412,qa'en,33.7265,59.1844,23.05,19,0,2.72,IR,1690329683
413,keflavik,64.0049,-22.5624,13.24,82,100,3.6,IS,1690329412
414,rochester,43.1548,-77.6156,25.31,81,40,0.89,US,1690329541
415,santa ana,33.7456,-117.8678,41.15,51,40,5.14,US,1690329430
416,ironwood,46.4547,-90.171,29.19,54,0,2.57,US,1690329683
417,kemijarvi,66.7131,27.4306,11.82,89,100,1.66,FI,1690329683
418,ca mau,9.1769,105.15,26.26,89,99,2.51,VN,1690329684
419,el nido,11.1858,119.3956,27.6,85,99,10.0,PH,1690329684
420,pyapon,16.2833,95.6833,25.81,91,97,2.2,MM,1690329684
421,corner brook,48.9667,-57.9484,25.09,90,3,1.98,CA,1690329684
422,urbana,40.1106,-88.2073,31.05,66,0,3.6,US,1690329529
423,shiyan,32.6475,110.7781,25.69,83,100,1.9,CN,1690329622
424,trebisacce,39.8708,16.5312,29.08,79,1,3.91,IT,1690329685
425,fort mcmurray,56.7268,-111.381,19.77,82,100,2.06,CA,1690329685
426,badiyah,22.45,58.8,27.09,74,94,2.45,OM,1690329685
427,rio san juan,19.6439,-70.0763,28.42,86,91,5.19,DO,1690329685
428,borgarnes,64.5383,-21.9206,13.03,80,100,3.77,IS,1690329686
429,gunnison,38.7,-107.0673,26.47,27,71,5.45,US,1690329686
430,corinto,37.9407,22.9573,29.12,38,0,1.39,GR,1690329686
431,patong,7.8961,98.2966,29.45,79,82,5.28,TH,1690329685
432,nabire,-3.3667,135.4833,26.04,85,99,1.63,ID,1690329686
433,maceio,-9.6658,-35.7353,21.69,94,0,1.03,BR,1690329612
434,charters towers,-20.1,146.2667,20.45,60,71,8.99,AU,1690329687
435,vainode,56.4333,21.8667,12.99,97,91,2.39,LV,1690329687
436,uaua,-9.8414,-39.4817,22.81,63,28,5.82,BR,1690329687
437,tavda,58.0425,65.2726,12.73,98,10,2.14,RU,1690329687
438,weyburn,49.6668,-103.8511,35.12,16,27,4.63,CA,1690329510
439,meizhou,24.2977,116.1072,29.0,70,56,1.53,CN,1690329688
440,okha,53.5739,142.9478,17.48,84,100,6.14,RU,1690329688
441,broken hill,-31.95,141.4333,12.57,49,0,3.7,AU,1690329688
442,santa cruz,-17.8,-63.1667,18.03,59,40,4.12,BO,1690329556
443,mikun',62.3547,50.0771,10.13,99,25,1.27,RU,1690329688
444,krasnobrodskiy,54.1581,86.4486,16.64,91,78,1.94,RU,1690329688
445,gaalkacyo,6.7697,47.4308,23.7,69,42,10.52,SO,1690329689
446,dalby,-27.1833,151.2667,16.86,49,0,6.7,AU,1690329689
447,igrim,63.1906,64.4162,15.23,96,100,1.77,RU,1690329689
448,murzuq,25.9155,13.9184,32.17,14,6,4.9,LY,1690329689
449,nar'yan-mar,67.6713,53.087,15.44,76,44,2.14,RU,1690329690
450,aioun,16.6614,-9.6149,28.34,64,88,10.16,MR,1690329690
451,dwarka,22.2394,68.9678,27.64,86,80,6.5,IN,1690329690
452,marakkanam,12.2,79.95,27.87,66,100,5.94,IN,1690329690
453,ippy,6.2679,21.2247,20.2,98,100,1.02,CF,1690329690
454,ketchikan,55.3422,-131.6461,17.69,76,99,2.28,US,1690329690
455,ouallam,14.3188,2.0866,32.87,48,12,4.71,NE,1690329691
456,ad dilam,23.9915,47.1627,33.23,10,99,1.95,SA,1690329691
457,ghat,24.9647,10.1728,32.36,13,38,1.73,LY,1690329691
458,kapuskasing,49.4169,-82.4331,26.05,44,20,4.63,CA,1690329571
459,happy valley-goose bay,53.3168,-60.3315,19.17,88,75,7.2,CA,1690329691
460,boysun,38.2061,67.1986,25.27,23,0,2.08,UZ,1690329691
461,vadlapudi,14.3167,79.8,25.68,79,100,7.0,IN,1690329692
462,trincomalee,8.5711,81.2335,27.05,75,100,8.65,LK,1690329692
463,bandarbeyla,9.4942,50.8122,23.67,83,10,13.95,SO,1690329692
464,lyantor,61.6195,72.1555,15.71,92,85,2.48,RU,1690329692
465,leninskoye,41.7589,69.3864,27.04,21,0,1.68,KZ,1690329692
466,laojunmiao,39.8333,97.7333,22.34,20,83,0.72,CN,1690329692
467,alofi,-19.0595,-169.9187,24.94,61,40,2.57,NU,1690329693
468,codajas,-3.8367,-62.0569,26.87,50,26,1.09,BR,1690329693
469,hotan,37.0997,79.9269,25.3,38,21,0.61,CN,1690329693
470,rengasdengklok,-6.1592,107.2981,25.07,87,100,1.73,ID,1690329693
471,birzebbuga,35.8258,14.5269,29.38,79,0,5.66,MT,1690329693
472,ubinskoye,55.3068,79.6802,15.49,81,18,2.75,RU,1690329693
473,walvis bay,-22.9575,14.5053,11.72,93,59,3.09,NA,1690329693
474,halifax,44.6453,-63.5724,23.94,82,9,7.2,CA,1690329528
475,laela,-8.5667,32.05,12.2,61,1,1.79,TZ,1690329694
476,santa vitoria,-18.8386,-50.1214,24.69,45,83,3.35,BR,1690329694
477,pasir mas,6.0493,102.1399,25.94,100,98,1.28,MY,1690329694
478,faya-largeau,17.9257,19.1043,34.75,14,76,3.42,TD,1690329694
479,sisimiut,66.9395,-53.6735,6.81,84,62,4.1,GL,1690329695
480,owen sound,44.5672,-80.9435,25.5,69,44,0.45,CA,1690329602
481,namibe,-15.1961,12.1522,16.09,89,52,3.95,AO,1690329695
482,xilin hot,43.9667,116.0333,22.5,56,100,2.51,CN,1690329695
483,qamdo,31.1667,97.2333,5.43,83,98,0.28,CN,1690329695
484,dalandzadgad,43.5708,104.425,21.06,48,10,6.28,MN,1690329695
485,onega,63.9061,38.1404,10.61,97,23,2.18,RU,1690329695
486,pinheiro machado,-31.5783,-53.3811,12.81,100,100,2.72,BR,1690329696
487,el porvenir,13.7617,-87.3458,28.63,55,6,2.73,HN,1690329696
488,kolonia,50.9333,6.95,14.92,79,0,1.03,DE,1690329614
489,zouerate,22.7187,-12.4521,33.63,17,8,7.08,MR,1690329696
490,lagunas,-5.2269,-75.6753,26.26,67,37,1.26,PE,1690329696
491,barra dos coqueiros,-10.9089,-37.0386,24.01,88,40,1.54,BR,1690329696
492,carutapera,-1.195,-46.02,24.74,86,95,2.84,BR,1690329450
493,sao jose da coroa grande,-8.8978,-35.1478,23.82,83,48,3.97,BR,1690329697
494,ceres,37.5949,-120.9577,38.2,10,1,4.33,US,1690329660
495,santa ines,-3.6667,-45.38,24.78,68,25,1.79,BR,1690329697
496,suozhen,36.9539,118.1047,28.99,69,36,1.07,CN,1690329698
497,port saint john's,-31.6229,29.5448,15.87,64,100,3.78,ZA,1690329698
498,caleta de carquin,-11.0925,-77.6267,20.08,82,28,5.21,PE,1690329698
499,pont rouge,48.8833,-72.0825,22.06,81,25,2.22,CA,1690329698
500,as sulayyil,20.4607,45.5779,32.14,10,99,0.52,SA,1690329698
501,balabac,7.9868,117.0645,28.42,77,99,7.35,PH,1690329698
502,kristiansund,63.1115,7.732,14.36,94,100,1.03,NO,1690329698
503,kailua-kona,19.6406,-155.9956,30.15,82,52,2.68,US,1690329606
504,dongola,19.1667,30.4833,32.91,13,51,3.65,SD,1690329699
505,nouadhibou,20.931,-17.0347,21.99,83,64,8.23,MR,1690329699
506,brak,27.5496,14.2714,32.85,12,1,5.73,LY,1690329699
507,niafunke,15.9322,-3.9906,31.68,48,71,2.27,ML,1690329699
508,kuytun,54.3419,101.5036,14.06,97,99,2.37,RU,1690329699
509,xiongzhou,25.1167,114.3,28.03,83,78,1.59,CN,1690329699
510,souillac,-20.5167,57.5167,20.21,94,40,1.54,MU,1690329700
511,kibaha,-6.7667,38.9167,19.69,94,20,1.76,TZ,1690329700
512,kilifi,-3.6305,39.8499,23.1,84,46,5.66,KE,1690329700
513,fuling,29.7022,107.3919,25.59,90,100,0.99,CN,1690329700
514,amnat charoen,15.9167,104.75,24.61,94,100,3.4,TH,1690329700
515,sosnogorsk,63.6023,53.8817,13.95,85,84,1.35,RU,1690329700
516,waliso,8.5333,37.9833,15.61,91,92,0.53,ET,1690329639
517,mishkino,55.3389,63.9175,16.77,69,71,2.18,RU,1690329701
518,gorontalo,0.5412,123.0595,27.53,77,80,3.44,ID,1690329701
519,langsa,4.4683,97.9683,24.34,95,100,1.2,ID,1690329701
520,laguna,38.421,-121.4238,38.99,23,0,4.12,US,1690329701
521,piat,17.7905,121.478,26.16,84,100,15.68,PH,1690329702
522,princeville,45.7668,-61.2985,25.36,67,0,1.54,CA,1690329702
523,ghanzi,-21.5667,21.7833,13.89,50,0,6.33,BW,1690329702
524,quibdo,5.6947,-76.6611,25.19,100,100,2.57,CO,1690329702
525,lensk,60.7253,114.9278,24.96,52,61,1.65,RU,1690329702
526,puerto armuelles,8.2833,-82.8667,27.99,70,100,1.34,PA,1690329703
527,puerto san jose,13.9256,-90.8244,29.2,68,23,2.62,GT,1690329703
528,mihai viteazu,46.5333,23.75,17.87,89,45,1.77,RO,1690329703
529,gurupi,-11.7292,-49.0686,24.96,36,0,1.91,BR,1690329672
530,rawson,-43.3002,-65.1023,7.66,81,32,9.39,AR,1690329703
531,cabo san lucas,22.8909,-109.9124,33.12,70,62,4.2,MX,1690329689
532,barra de santo antonio,-9.4047,-35.5072,21.6,83,41,4.12,BR,1690329704
533,akrehamn,59.2667,5.1833,13.14,94,100,3.6,NO,1690329704
534,castillos,-34.1667,-53.8333,12.43,91,100,3.23,UY,1690329704
535,poxoreo,-15.8372,-54.3892,23.38,36,0,2.13,BR,1690329704
536,new plymouth,-39.0667,174.0833,11.0,63,90,5.29,NZ,1690329672
537,villa huidobro,-34.8383,-64.5869,8.21,81,66,3.54,AR,1690329704
538,coquimbo,-29.9533,-71.3436,14.85,88,0,3.6,CL,1690329697
539,rundu,-17.9333,19.7667,14.37,27,63,2.23,NA,1690329705
540,santa lucia,27.9117,-15.5407,19.41,73,20,10.29,ES,1690329705
541,muravlenko,63.7898,74.523,17.32,91,100,2.28,RU,1690329705
542,kiama,-34.6833,150.8667,16.81,77,5,1.97,AU,1690329705
543,gallup,35.5281,-108.7426,34.91,10,0,7.2,US,1690329705
544,moires,35.0532,24.8744,29.01,34,0,0.89,GR,1690329706
545,qarazhal,48.0078,70.7903,22.77,38,81,3.35,KZ,1690329706
546,ar ruways,24.1103,52.7306,32.31,79,100,3.68,AE,1690329706
547,nakasongola,1.3089,32.4564,21.65,58,93,0.88,UG,1690329706
548,taroa,8.7058,171.2275,27.98,82,100,8.85,MH,1690329706
